
/home/dl/anaconda3/envs/ly_transmvs/bin/python /home/dl/ly_pro/3DRecon/Recon_Ablation/Mobile_trans0918/train.py --logdir=./outputs/dtu_training --dataset=dtu_yao --batch_size=6 --epochs=16 --trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/ --trainlist=lists/dtu/train.txt --testlist=lists/dtu/val.txt --numdepth=192 --ndepths=32,16,8,4 --nviews=5 --wd=0.0001 --depth_inter_r=8.0, 4.0,1.0,0.5 --lrepochs=6,8,12:2 --dlossw=1.0,1.0,1.0,1.0
current time 20230919_164239
creating new summary file
argv: ['--logdir=./outputs/dtu_training', '--dataset=dtu_yao', '--batch_size=6', '--epochs=16', '--trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/', '--trainlist=lists/dtu/train.txt', '--testlist=lists/dtu/val.txt', '--numdepth=192', '--ndepths=32,16,8,4', '--nviews=5', '--wd=0.0001', '--depth_inter_r=8.0, 4.0,1.0,0.5', '--lrepochs=6,8,12:2', '--dlossw=1.0,1.0,1.0,1.0']
################################  args  ################################
mode      	train                         	<class 'str'>
model     	mvsnet                        	<class 'str'>
device    	cuda                          	<class 'str'>
dataset   	dtu_yao                       	<class 'str'>
trainpath 	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
testpath  	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
trainlist 	lists/dtu/train.txt           	<class 'str'>
testlist  	lists/dtu/val.txt             	<class 'str'>
epochs    	16                            	<class 'int'>
lr        	0.001                         	<class 'float'>
lrepochs  	6,8,12:2                      	<class 'str'>
wd        	0.0001                        	<class 'float'>
nviews    	5                             	<class 'int'>
batch_size	6                             	<class 'int'>
numdepth  	192                           	<class 'int'>
interval_scale	1.06                          	<class 'float'>
loadckpt  	None                          	<class 'NoneType'>
logdir    	./outputs/dtu_training        	<class 'str'>
resume    	False                         	<class 'bool'>
summary_freq	10                            	<class 'int'>
save_freq 	1                             	<class 'int'>
eval_freq 	1                             	<class 'int'>
seed      	1                             	<class 'int'>
pin_m     	False                         	<class 'bool'>
local_rank	0                             	<class 'int'>
share_cr  	False                         	<class 'bool'>
ndepths   	32,16,8,4                     	<class 'str'>
fea_channels	64,32,16,8                    	<class 'str'>
depth_inter_r	8.0, 4.0,1.0,0.5              	<class 'str'>
dlossw    	1.0,1.0,1.0,1.0               	<class 'str'>
cr_base_chs	8,8,8,4                       	<class 'str'>
grad_method	detach                        	<class 'str'>
using_apex	False                         	<class 'bool'>
sync_bn   	False                         	<class 'bool'>
opt_level 	O0                            	<class 'str'>
keep_batchnorm_fp32	None                          	<class 'NoneType'>
loss_scale	None                          	<class 'NoneType'>
########################################################################
**********netphs:[32, 16, 8, 4], depth_intervals_ratio:[8.0, 4.0, 1.0, 0.5],  grad:detach, chs:[8, 8, 8, 4]************
start at epoch 0
Number of model parameters: 3503673
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 6174
/home/dl/anaconda3/envs/ly_transmvs/lib/python3.8/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Epoch 0/16, Iter 0/4516, lr 0.000335, train loss = 19.949, depth loss = 155.916, entropy loss = 19.949, time = 7.534
Epoch 0/16, Iter 1670/4516, lr 0.001000, train loss = 8.695, depth loss = 15.492, entropy loss = 8.695, time = 1.592
Epoch 0/16, Iter 1680/4516, lr 0.001000, train loss = 7.758, depth loss = 9.109, entropy loss = 7.758, time = 1.586
Epoch 0/16, Iter 1690/4516, lr 0.001000, train loss = 7.201, depth loss = 5.742, entropy loss = 7.201, time = 1.584
Epoch 0/16, Iter 1700/4516, lr 0.001000, train loss = 8.621, depth loss = 11.430, entropy loss = 8.621, time = 1.617
Epoch 0/16, Iter 1710/4516, lr 0.001000, train loss = 7.469, depth loss = 8.552, entropy loss = 7.469, time = 1.572
Epoch 0/16, Iter 1720/4516, lr 0.001000, train loss = 9.188, depth loss = 14.398, entropy loss = 9.188, time = 1.592
Epoch 0/16, Iter 1730/4516, lr 0.001000, train loss = 8.167, depth loss = 8.315, entropy loss = 8.167, time = 1.580
Epoch 0/16, Iter 1740/4516, lr 0.001000, train loss = 7.346, depth loss = 10.923, entropy loss = 7.346, time = 1.585
Epoch 0/16, Iter 1750/4516, lr 0.001000, train loss = 9.307, depth loss = 9.960, entropy loss = 9.307, time = 1.582
Epoch 0/16, Iter 1760/4516, lr 0.001000, train loss = 7.485, depth loss = 7.053, entropy loss = 7.485, time = 1.585
Epoch 0/16, Iter 1770/4516, lr 0.001000, train loss = 8.238, depth loss = 8.515, entropy loss = 8.238, time = 1.583
Epoch 0/16, Iter 1780/4516, lr 0.001000, train loss = 8.274, depth loss = 10.541, entropy loss = 8.274, time = 1.589
Epoch 0/16, Iter 1790/4516, lr 0.001000, train loss = 7.631, depth loss = 7.897, entropy loss = 7.631, time = 1.582
Epoch 0/16, Iter 1800/4516, lr 0.001000, train loss = 8.417, depth loss = 9.355, entropy loss = 8.417, time = 1.595
Epoch 0/16, Iter 1810/4516, lr 0.001000, train loss = 7.785, depth loss = 6.916, entropy loss = 7.785, time = 1.587
Epoch 0/16, Iter 1820/4516, lr 0.001000, train loss = 8.042, depth loss = 8.114, entropy loss = 8.042, time = 1.598
Epoch 0/16, Iter 1830/4516, lr 0.001000, train loss = 8.456, depth loss = 8.719, entropy loss = 8.456, time = 1.587
Epoch 0/16, Iter 1840/4516, lr 0.001000, train loss = 9.939, depth loss = 16.261, entropy loss = 9.939, time = 1.601
Epoch 0/16, Iter 1850/4516, lr 0.001000, train loss = 7.757, depth loss = 8.343, entropy loss = 7.757, time = 1.592
Epoch 0/16, Iter 1860/4516, lr 0.001000, train loss = 9.450, depth loss = 27.179, entropy loss = 9.450, time = 1.588
Epoch 0/16, Iter 1870/4516, lr 0.001000, train loss = 9.277, depth loss = 16.534, entropy loss = 9.277, time = 1.593
Epoch 0/16, Iter 1880/4516, lr 0.001000, train loss = 8.868, depth loss = 16.578, entropy loss = 8.868, time = 1.597
Epoch 0/16, Iter 1890/4516, lr 0.001000, train loss = 8.550, depth loss = 10.042, entropy loss = 8.550, time = 1.588
Epoch 0/16, Iter 1900/4516, lr 0.001000, train loss = 8.759, depth loss = 16.209, entropy loss = 8.759, time = 1.594
Epoch 0/16, Iter 1910/4516, lr 0.001000, train loss = 7.706, depth loss = 7.922, entropy loss = 7.706, time = 1.591
Epoch 0/16, Iter 1920/4516, lr 0.001000, train loss = 8.629, depth loss = 11.668, entropy loss = 8.629, time = 1.587
Epoch 0/16, Iter 1930/4516, lr 0.001000, train loss = 7.574, depth loss = 5.302, entropy loss = 7.574, time = 1.589
Epoch 0/16, Iter 1940/4516, lr 0.001000, train loss = 7.961, depth loss = 7.720, entropy loss = 7.961, time = 1.594
Epoch 0/16, Iter 1950/4516, lr 0.001000, train loss = 8.777, depth loss = 12.094, entropy loss = 8.777, time = 1.601
Epoch 0/16, Iter 1960/4516, lr 0.001000, train loss = 7.814, depth loss = 6.116, entropy loss = 7.814, time = 1.588
Epoch 0/16, Iter 1970/4516, lr 0.001000, train loss = 7.657, depth loss = 10.094, entropy loss = 7.657, time = 1.592
Epoch 0/16, Iter 1980/4516, lr 0.001000, train loss = 6.795, depth loss = 3.701, entropy loss = 6.795, time = 1.589
Epoch 0/16, Iter 1990/4516, lr 0.001000, train loss = 7.746, depth loss = 8.112, entropy loss = 7.746, time = 1.587
Epoch 0/16, Iter 2000/4516, lr 0.001000, train loss = 8.496, depth loss = 12.601, entropy loss = 8.496, time = 1.599
Epoch 0/16, Iter 2010/4516, lr 0.001000, train loss = 8.214, depth loss = 12.101, entropy loss = 8.214, time = 1.595
Epoch 0/16, Iter 2020/4516, lr 0.001000, train loss = 6.630, depth loss = 4.516, entropy loss = 6.630, time = 1.596
Epoch 0/16, Iter 2030/4516, lr 0.001000, train loss = 7.658, depth loss = 8.170, entropy loss = 7.658, time = 1.590
Epoch 0/16, Iter 2040/4516, lr 0.001000, train loss = 7.386, depth loss = 4.215, entropy loss = 7.386, time = 1.602
Epoch 0/16, Iter 2050/4516, lr 0.001000, train loss = 7.126, depth loss = 8.014, entropy loss = 7.126, time = 1.594
Epoch 0/16, Iter 2060/4516, lr 0.001000, train loss = 7.964, depth loss = 12.728, entropy loss = 7.964, time = 1.597
Epoch 0/16, Iter 2070/4516, lr 0.001000, train loss = 8.086, depth loss = 7.256, entropy loss = 8.086, time = 1.595
Epoch 0/16, Iter 2080/4516, lr 0.001000, train loss = 7.604, depth loss = 4.589, entropy loss = 7.604, time = 1.586
Epoch 0/16, Iter 2090/4516, lr 0.001000, train loss = 8.400, depth loss = 8.133, entropy loss = 8.400, time = 1.587
Epoch 0/16, Iter 2100/4516, lr 0.001000, train loss = 8.377, depth loss = 8.053, entropy loss = 8.377, time = 1.588
Epoch 0/16, Iter 2110/4516, lr 0.001000, train loss = 7.177, depth loss = 6.083, entropy loss = 7.177, time = 1.593
Epoch 0/16, Iter 2120/4516, lr 0.001000, train loss = 8.229, depth loss = 11.939, entropy loss = 8.229, time = 1.590
Epoch 0/16, Iter 2130/4516, lr 0.001000, train loss = 7.300, depth loss = 4.354, entropy loss = 7.300, time = 1.585
Epoch 0/16, Iter 2140/4516, lr 0.001000, train loss = 7.793, depth loss = 7.723, entropy loss = 7.793, time = 1.593
Epoch 0/16, Iter 2150/4516, lr 0.001000, train loss = 7.065, depth loss = 9.853, entropy loss = 7.065, time = 1.587
Epoch 0/16, Iter 2160/4516, lr 0.001000, train loss = 7.356, depth loss = 8.216, entropy loss = 7.356, time = 1.781
Epoch 0/16, Iter 2170/4516, lr 0.001000, train loss = 8.863, depth loss = 12.265, entropy loss = 8.863, time = 1.586
Epoch 0/16, Iter 2180/4516, lr 0.001000, train loss = 7.995, depth loss = 11.843, entropy loss = 7.995, time = 1.603
Epoch 0/16, Iter 2190/4516, lr 0.001000, train loss = 8.015, depth loss = 12.773, entropy loss = 8.015, time = 1.588
Epoch 0/16, Iter 2200/4516, lr 0.001000, train loss = 8.395, depth loss = 8.416, entropy loss = 8.395, time = 1.600
Epoch 0/16, Iter 2210/4516, lr 0.001000, train loss = 7.949, depth loss = 9.826, entropy loss = 7.949, time = 1.587
Epoch 0/16, Iter 2220/4516, lr 0.001000, train loss = 7.825, depth loss = 7.125, entropy loss = 7.825, time = 1.609
Epoch 0/16, Iter 2230/4516, lr 0.001000, train loss = 7.797, depth loss = 8.705, entropy loss = 7.797, time = 1.597
Epoch 0/16, Iter 2240/4516, lr 0.001000, train loss = 7.950, depth loss = 11.638, entropy loss = 7.950, time = 1.599
Epoch 0/16, Iter 2250/4516, lr 0.001000, train loss = 7.572, depth loss = 8.587, entropy loss = 7.572, time = 1.598
Epoch 0/16, Iter 2260/4516, lr 0.001000, train loss = 7.933, depth loss = 10.692, entropy loss = 7.933, time = 1.592
Epoch 0/16, Iter 2270/4516, lr 0.001000, train loss = 6.910, depth loss = 4.527, entropy loss = 6.910, time = 1.594
Epoch 0/16, Iter 2280/4516, lr 0.001000, train loss = 7.849, depth loss = 8.630, entropy loss = 7.849, time = 1.596
Epoch 0/16, Iter 2290/4516, lr 0.001000, train loss = 8.133, depth loss = 10.003, entropy loss = 8.133, time = 1.589
Epoch 0/16, Iter 2300/4516, lr 0.001000, train loss = 7.613, depth loss = 13.037, entropy loss = 7.613, time = 1.587
Epoch 0/16, Iter 2310/4516, lr 0.001000, train loss = 7.954, depth loss = 8.563, entropy loss = 7.954, time = 1.595
Epoch 0/16, Iter 2320/4516, lr 0.001000, train loss = 7.361, depth loss = 4.503, entropy loss = 7.361, time = 1.593
Epoch 0/16, Iter 2330/4516, lr 0.001000, train loss = 7.667, depth loss = 7.731, entropy loss = 7.667, time = 1.589
Epoch 0/16, Iter 2340/4516, lr 0.001000, train loss = 7.890, depth loss = 7.313, entropy loss = 7.890, time = 1.611
Epoch 0/16, Iter 2350/4516, lr 0.001000, train loss = 7.483, depth loss = 5.813, entropy loss = 7.483, time = 1.598
Epoch 0/16, Iter 2360/4516, lr 0.001000, train loss = 7.486, depth loss = 8.743, entropy loss = 7.486, time = 1.601
Epoch 0/16, Iter 2370/4516, lr 0.001000, train loss = 6.502, depth loss = 3.044, entropy loss = 6.502, time = 1.586
Epoch 0/16, Iter 2380/4516, lr 0.001000, train loss = 8.174, depth loss = 10.892, entropy loss = 8.174, time = 1.596
Epoch 0/16, Iter 2390/4516, lr 0.001000, train loss = 8.097, depth loss = 11.178, entropy loss = 8.097, time = 1.596
Epoch 0/16, Iter 2400/4516, lr 0.001000, train loss = 8.104, depth loss = 10.426, entropy loss = 8.104, time = 1.591
Epoch 0/16, Iter 2410/4516, lr 0.001000, train loss = 7.901, depth loss = 7.082, entropy loss = 7.901, time = 1.581
Epoch 0/16, Iter 2420/4516, lr 0.001000, train loss = 7.214, depth loss = 7.964, entropy loss = 7.214, time = 1.592
Epoch 0/16, Iter 2430/4516, lr 0.001000, train loss = 7.675, depth loss = 8.853, entropy loss = 7.675, time = 1.592
Epoch 0/16, Iter 2440/4516, lr 0.001000, train loss = 7.581, depth loss = 12.600, entropy loss = 7.581, time = 1.595
Epoch 0/16, Iter 2450/4516, lr 0.001000, train loss = 8.822, depth loss = 13.214, entropy loss = 8.822, time = 1.589
Epoch 0/16, Iter 2460/4516, lr 0.001000, train loss = 7.748, depth loss = 6.962, entropy loss = 7.748, time = 1.602
Epoch 0/16, Iter 2470/4516, lr 0.001000, train loss = 8.163, depth loss = 7.457, entropy loss = 8.163, time = 1.589
Epoch 0/16, Iter 2480/4516, lr 0.001000, train loss = 7.754, depth loss = 6.907, entropy loss = 7.754, time = 1.593
Epoch 0/16, Iter 2490/4516, lr 0.001000, train loss = 8.289, depth loss = 9.188, entropy loss = 8.289, time = 1.582
Epoch 0/16, Iter 2500/4516, lr 0.001000, train loss = 7.952, depth loss = 7.276, entropy loss = 7.952, time = 1.591
Epoch 0/16, Iter 2510/4516, lr 0.001000, train loss = 9.491, depth loss = 17.019, entropy loss = 9.491, time = 1.591
Epoch 0/16, Iter 2520/4516, lr 0.001000, train loss = 6.995, depth loss = 5.248, entropy loss = 6.995, time = 1.588
Epoch 0/16, Iter 2530/4516, lr 0.001000, train loss = 8.025, depth loss = 6.405, entropy loss = 8.025, time = 1.584
Epoch 0/16, Iter 2540/4516, lr 0.001000, train loss = 8.381, depth loss = 7.737, entropy loss = 8.381, time = 1.651
Epoch 0/16, Iter 2550/4516, lr 0.001000, train loss = 8.107, depth loss = 10.507, entropy loss = 8.107, time = 1.592
Epoch 0/16, Iter 2560/4516, lr 0.001000, train loss = 6.831, depth loss = 5.022, entropy loss = 6.831, time = 1.592
Epoch 0/16, Iter 2570/4516, lr 0.001000, train loss = 6.380, depth loss = 3.300, entropy loss = 6.380, time = 1.589
Epoch 0/16, Iter 2580/4516, lr 0.001000, train loss = 7.190, depth loss = 5.635, entropy loss = 7.190, time = 1.602
Epoch 0/16, Iter 2590/4516, lr 0.001000, train loss = 7.473, depth loss = 3.785, entropy loss = 7.473, time = 1.593
Epoch 0/16, Iter 2600/4516, lr 0.001000, train loss = 7.969, depth loss = 6.603, entropy loss = 7.969, time = 1.584
Epoch 0/16, Iter 2610/4516, lr 0.001000, train loss = 7.793, depth loss = 12.578, entropy loss = 7.793, time = 1.597
Epoch 0/16, Iter 2620/4516, lr 0.001000, train loss = 8.061, depth loss = 18.990, entropy loss = 8.061, time = 1.603
Epoch 0/16, Iter 2630/4516, lr 0.001000, train loss = 6.839, depth loss = 4.836, entropy loss = 6.839, time = 1.590
Epoch 0/16, Iter 2640/4516, lr 0.001000, train loss = 8.150, depth loss = 11.132, entropy loss = 8.150, time = 1.595
Epoch 0/16, Iter 2650/4516, lr 0.001000, train loss = 7.887, depth loss = 18.047, entropy loss = 7.887, time = 1.601
Epoch 0/16, Iter 2660/4516, lr 0.001000, train loss = 8.067, depth loss = 8.277, entropy loss = 8.067, time = 1.588
Epoch 0/16, Iter 2670/4516, lr 0.001000, train loss = 9.260, depth loss = 20.920, entropy loss = 9.260, time = 1.585
Epoch 0/16, Iter 2680/4516, lr 0.001000, train loss = 7.910, depth loss = 7.019, entropy loss = 7.910, time = 1.591
Epoch 0/16, Iter 2690/4516, lr 0.001000, train loss = 8.209, depth loss = 7.283, entropy loss = 8.209, time = 1.597
Epoch 0/16, Iter 2700/4516, lr 0.001000, train loss = 7.216, depth loss = 7.940, entropy loss = 7.216, time = 1.607
Epoch 0/16, Iter 2710/4516, lr 0.001000, train loss = 6.852, depth loss = 10.051, entropy loss = 6.852, time = 1.603
Epoch 0/16, Iter 2720/4516, lr 0.001000, train loss = 8.047, depth loss = 7.201, entropy loss = 8.047, time = 1.595
Epoch 0/16, Iter 2730/4516, lr 0.001000, train loss = 7.531, depth loss = 4.740, entropy loss = 7.531, time = 1.596
Epoch 0/16, Iter 2740/4516, lr 0.001000, train loss = 7.165, depth loss = 4.647, entropy loss = 7.165, time = 1.586
Epoch 0/16, Iter 2750/4516, lr 0.001000, train loss = 6.907, depth loss = 8.680, entropy loss = 6.907, time = 1.586
Epoch 0/16, Iter 2760/4516, lr 0.001000, train loss = 7.394, depth loss = 8.865, entropy loss = 7.394, time = 1.583
Epoch 0/16, Iter 2770/4516, lr 0.001000, train loss = 7.577, depth loss = 5.434, entropy loss = 7.577, time = 1.600
Epoch 0/16, Iter 2780/4516, lr 0.001000, train loss = 7.408, depth loss = 8.715, entropy loss = 7.408, time = 1.589
Epoch 0/16, Iter 2790/4516, lr 0.001000, train loss = 7.786, depth loss = 14.452, entropy loss = 7.786, time = 1.589
Epoch 0/16, Iter 2800/4516, lr 0.001000, train loss = 6.790, depth loss = 3.939, entropy loss = 6.790, time = 1.597
Epoch 0/16, Iter 2810/4516, lr 0.001000, train loss = 8.956, depth loss = 17.069, entropy loss = 8.956, time = 1.598
Epoch 0/16, Iter 2820/4516, lr 0.001000, train loss = 6.824, depth loss = 4.944, entropy loss = 6.824, time = 1.592
Epoch 0/16, Iter 2830/4516, lr 0.001000, train loss = 6.423, depth loss = 3.818, entropy loss = 6.423, time = 1.592
Epoch 0/16, Iter 2840/4516, lr 0.001000, train loss = 7.614, depth loss = 10.032, entropy loss = 7.614, time = 1.594
Epoch 0/16, Iter 2850/4516, lr 0.001000, train loss = 8.671, depth loss = 12.836, entropy loss = 8.671, time = 1.589
Epoch 0/16, Iter 2860/4516, lr 0.001000, train loss = 6.251, depth loss = 3.034, entropy loss = 6.251, time = 1.586
Epoch 0/16, Iter 2870/4516, lr 0.001000, train loss = 8.109, depth loss = 7.344, entropy loss = 8.109, time = 1.593
Epoch 0/16, Iter 2880/4516, lr 0.001000, train loss = 7.381, depth loss = 7.109, entropy loss = 7.381, time = 1.579
Epoch 0/16, Iter 2890/4516, lr 0.001000, train loss = 8.179, depth loss = 8.176, entropy loss = 8.179, time = 1.596
Epoch 0/16, Iter 2900/4516, lr 0.001000, train loss = 8.608, depth loss = 8.801, entropy loss = 8.608, time = 1.591
Epoch 0/16, Iter 2910/4516, lr 0.001000, train loss = 8.064, depth loss = 9.932, entropy loss = 8.064, time = 1.595
Epoch 0/16, Iter 2920/4516, lr 0.001000, train loss = 7.374, depth loss = 8.733, entropy loss = 7.374, time = 1.591
Epoch 0/16, Iter 2930/4516, lr 0.001000, train loss = 8.166, depth loss = 8.829, entropy loss = 8.166, time = 1.597
Epoch 0/16, Iter 2940/4516, lr 0.001000, train loss = 8.096, depth loss = 23.589, entropy loss = 8.096, time = 1.598
Epoch 0/16, Iter 2950/4516, lr 0.001000, train loss = 7.730, depth loss = 10.742, entropy loss = 7.730, time = 1.611
Epoch 0/16, Iter 2960/4516, lr 0.001000, train loss = 8.606, depth loss = 14.445, entropy loss = 8.606, time = 1.598
Epoch 0/16, Iter 2970/4516, lr 0.001000, train loss = 6.571, depth loss = 4.950, entropy loss = 6.571, time = 1.595
Epoch 0/16, Iter 2980/4516, lr 0.001000, train loss = 7.670, depth loss = 5.021, entropy loss = 7.670, time = 1.581
Epoch 0/16, Iter 2990/4516, lr 0.001000, train loss = 9.216, depth loss = 16.314, entropy loss = 9.216, time = 1.607
Epoch 0/16, Iter 3000/4516, lr 0.001000, train loss = 8.126, depth loss = 10.188, entropy loss = 8.126, time = 1.592
Epoch 0/16, Iter 3010/4516, lr 0.001000, train loss = 6.757, depth loss = 4.644, entropy loss = 6.757, time = 1.591
Epoch 0/16, Iter 3020/4516, lr 0.001000, train loss = 8.290, depth loss = 10.734, entropy loss = 8.290, time = 1.608
Epoch 0/16, Iter 3030/4516, lr 0.001000, train loss = 6.378, depth loss = 3.320, entropy loss = 6.378, time = 1.591
Epoch 0/16, Iter 3040/4516, lr 0.001000, train loss = 6.882, depth loss = 9.106, entropy loss = 6.882, time = 1.587
Epoch 0/16, Iter 3050/4516, lr 0.001000, train loss = 7.253, depth loss = 4.713, entropy loss = 7.253, time = 1.600
Epoch 0/16, Iter 3060/4516, lr 0.001000, train loss = 6.551, depth loss = 4.184, entropy loss = 6.551, time = 1.594
Epoch 0/16, Iter 3070/4516, lr 0.001000, train loss = 6.993, depth loss = 5.762, entropy loss = 6.993, time = 1.592
Epoch 0/16, Iter 3080/4516, lr 0.001000, train loss = 6.847, depth loss = 5.728, entropy loss = 6.847, time = 1.589
Epoch 0/16, Iter 3090/4516, lr 0.001000, train loss = 7.347, depth loss = 7.880, entropy loss = 7.347, time = 1.588
Epoch 0/16, Iter 3100/4516, lr 0.001000, train loss = 7.038, depth loss = 4.774, entropy loss = 7.038, time = 1.603
Epoch 0/16, Iter 3110/4516, lr 0.001000, train loss = 7.529, depth loss = 9.977, entropy loss = 7.529, time = 1.590
Epoch 0/16, Iter 3120/4516, lr 0.001000, train loss = 7.213, depth loss = 4.924, entropy loss = 7.213, time = 1.597
Epoch 0/16, Iter 3130/4516, lr 0.001000, train loss = 7.119, depth loss = 10.866, entropy loss = 7.119, time = 1.594
Epoch 0/16, Iter 3140/4516, lr 0.001000, train loss = 7.086, depth loss = 5.122, entropy loss = 7.086, time = 1.584
Epoch 0/16, Iter 3150/4516, lr 0.001000, train loss = 6.972, depth loss = 5.110, entropy loss = 6.972, time = 1.595
Epoch 0/16, Iter 3160/4516, lr 0.001000, train loss = 7.272, depth loss = 6.702, entropy loss = 7.272, time = 1.589
Epoch 0/16, Iter 3170/4516, lr 0.001000, train loss = 8.572, depth loss = 11.764, entropy loss = 8.572, time = 1.596
Epoch 0/16, Iter 3180/4516, lr 0.001000, train loss = 7.163, depth loss = 4.934, entropy loss = 7.163, time = 1.593
Epoch 0/16, Iter 3190/4516, lr 0.001000, train loss = 7.663, depth loss = 10.810, entropy loss = 7.663, time = 1.584
Epoch 0/16, Iter 3200/4516, lr 0.001000, train loss = 6.706, depth loss = 4.213, entropy loss = 6.706, time = 1.594
Epoch 0/16, Iter 3210/4516, lr 0.001000, train loss = 6.905, depth loss = 6.035, entropy loss = 6.905, time = 1.585
Epoch 0/16, Iter 3220/4516, lr 0.001000, train loss = 7.062, depth loss = 8.851, entropy loss = 7.062, time = 1.604
Epoch 0/16, Iter 3230/4516, lr 0.001000, train loss = 7.173, depth loss = 9.862, entropy loss = 7.173, time = 1.593
Epoch 0/16, Iter 3240/4516, lr 0.001000, train loss = 7.162, depth loss = 6.593, entropy loss = 7.162, time = 1.589
Epoch 0/16, Iter 3250/4516, lr 0.001000, train loss = 7.770, depth loss = 7.400, entropy loss = 7.770, time = 1.594
Epoch 0/16, Iter 3260/4516, lr 0.001000, train loss = 7.360, depth loss = 11.208, entropy loss = 7.360, time = 1.591
Epoch 0/16, Iter 3270/4516, lr 0.001000, train loss = 6.784, depth loss = 4.073, entropy loss = 6.784, time = 1.581
Epoch 0/16, Iter 3280/4516, lr 0.001000, train loss = 8.253, depth loss = 15.781, entropy loss = 8.253, time = 1.593
Epoch 0/16, Iter 3290/4516, lr 0.001000, train loss = 7.083, depth loss = 6.773, entropy loss = 7.083, time = 1.597
Epoch 0/16, Iter 3300/4516, lr 0.001000, train loss = 7.579, depth loss = 11.093, entropy loss = 7.579, time = 1.590
Epoch 0/16, Iter 3310/4516, lr 0.001000, train loss = 7.171, depth loss = 7.968, entropy loss = 7.171, time = 1.592
Epoch 0/16, Iter 3320/4516, lr 0.001000, train loss = 7.315, depth loss = 7.855, entropy loss = 7.315, time = 1.590
Epoch 0/16, Iter 3330/4516, lr 0.001000, train loss = 8.496, depth loss = 16.376, entropy loss = 8.496, time = 1.590
Epoch 0/16, Iter 3340/4516, lr 0.001000, train loss = 7.815, depth loss = 9.253, entropy loss = 7.815, time = 1.592
Epoch 0/16, Iter 3350/4516, lr 0.001000, train loss = 8.598, depth loss = 18.323, entropy loss = 8.598, time = 1.608
Epoch 0/16, Iter 3360/4516, lr 0.001000, train loss = 7.296, depth loss = 7.399, entropy loss = 7.296, time = 1.590
Epoch 0/16, Iter 3370/4516, lr 0.001000, train loss = 7.300, depth loss = 6.911, entropy loss = 7.300, time = 1.602
Epoch 0/16, Iter 3380/4516, lr 0.001000, train loss = 7.918, depth loss = 8.300, entropy loss = 7.918, time = 1.582
Epoch 0/16, Iter 3390/4516, lr 0.001000, train loss = 7.394, depth loss = 5.659, entropy loss = 7.394, time = 1.602
Epoch 0/16, Iter 3400/4516, lr 0.001000, train loss = 7.697, depth loss = 13.786, entropy loss = 7.697, time = 1.593
Epoch 0/16, Iter 3410/4516, lr 0.001000, train loss = 6.612, depth loss = 6.333, entropy loss = 6.612, time = 1.598
Epoch 0/16, Iter 3420/4516, lr 0.001000, train loss = 6.903, depth loss = 5.575, entropy loss = 6.903, time = 1.603
Epoch 0/16, Iter 3430/4516, lr 0.001000, train loss = 7.436, depth loss = 4.702, entropy loss = 7.436, time = 1.585
Epoch 0/16, Iter 3440/4516, lr 0.001000, train loss = 7.348, depth loss = 8.087, entropy loss = 7.348, time = 1.586
Epoch 0/16, Iter 3450/4516, lr 0.001000, train loss = 7.541, depth loss = 4.436, entropy loss = 7.541, time = 1.606
Epoch 0/16, Iter 3460/4516, lr 0.001000, train loss = 7.362, depth loss = 6.773, entropy loss = 7.362, time = 1.605
Epoch 0/16, Iter 3470/4516, lr 0.001000, train loss = 7.412, depth loss = 8.284, entropy loss = 7.412, time = 1.594
Epoch 0/16, Iter 3480/4516, lr 0.001000, train loss = 6.643, depth loss = 6.333, entropy loss = 6.643, time = 1.584
Epoch 0/16, Iter 3490/4516, lr 0.001000, train loss = 7.983, depth loss = 17.770, entropy loss = 7.983, time = 1.610
Epoch 0/16, Iter 3500/4516, lr 0.001000, train loss = 6.913, depth loss = 7.941, entropy loss = 6.913, time = 1.592
Epoch 0/16, Iter 3510/4516, lr 0.001000, train loss = 8.546, depth loss = 16.589, entropy loss = 8.546, time = 1.602
Epoch 0/16, Iter 3520/4516, lr 0.001000, train loss = 7.210, depth loss = 6.947, entropy loss = 7.210, time = 1.591
Epoch 0/16, Iter 3530/4516, lr 0.001000, train loss = 8.013, depth loss = 8.917, entropy loss = 8.013, time = 1.604
Epoch 0/16, Iter 3540/4516, lr 0.001000, train loss = 7.928, depth loss = 10.229, entropy loss = 7.928, time = 1.597
Epoch 0/16, Iter 3550/4516, lr 0.001000, train loss = 8.358, depth loss = 15.683, entropy loss = 8.358, time = 1.598
Epoch 0/16, Iter 3560/4516, lr 0.001000, train loss = 7.127, depth loss = 7.584, entropy loss = 7.127, time = 1.607
Epoch 0/16, Iter 3570/4516, lr 0.001000, train loss = 7.068, depth loss = 6.970, entropy loss = 7.068, time = 1.592
